openalex_id,title,authors_ordered,year,publication_year,publication_date,venue,venue_name,venue_type,publisher,publication_type,doi,url,primary_url,landing_page_url,openalex_url,arxiv_id,arxiv_url,has_arxiv_version,is_arxiv_preprint,in_scope,relevance_score,relevance_reason,exclusion_reason,preliminary_task,entry_type,is_survey,is_deepfake_related,is_image_editing_related,source_query,source_database,manual_review,notes
https://openalex.org/W4402915983,Raising the Bar of AI-generated Image Detection with CLIP,"[""Davide Cozzolino"", ""Giovanni Poggi"", ""Riccardo Corvi"", ""Matthias Nießner"", ""Luisa Verdoliva""]",2024,2024,2024-06-17,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),,,conference,10.1109/cvprw63382.2024.00439,https://doi.org/10.1109/cvprw63382.2024.00439,https://doi.org/10.1109/cvprw63382.2024.00439,https://doi.org/10.1109/cvprw63382.2024.00439,https://openalex.org/W4402915983,,,false,false,true,2,"Matched generation terms: AI-generated image, generated image; task terms: detection, detector.",,detection,method,false,false,false,AI-generated image detection | generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4388820663,AI-Generated Image Detection using a Cross-Attention Enhanced Dual-Stream Network,"[""Ziyi Xi"", ""Wenmin Huang"", ""Kangkang Wei"", ""Weiqi Luo"", ""Peijia Zheng""]",2023,2023,2023-10-31,2023 Asia Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA ASC),2023 Asia Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA ASC),,,conference,10.1109/apsipaasc58517.2023.10317126,https://doi.org/10.1109/apsipaasc58517.2023.10317126,https://doi.org/10.1109/apsipaasc58517.2023.10317126,https://doi.org/10.1109/apsipaasc58517.2023.10317126,https://openalex.org/W4388820663,,,false,false,true,2,"Matched generation terms: AI-generated image, generated image, text-to-image; task terms: detection.",,detection,method,false,false,false,AI-generated image detection | generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4390873235,DIRE for Diffusion-Generated Image Detection,"[""Zhendong Wang"", ""Jianmin Bao"", ""Wengang Zhou"", ""Weilun Wang"", ""Hezhen Hu"", ""Hong Chen"", ""Houqiang Li""]",2023,2023,2023-10-01,2023 IEEE/CVF International Conference on Computer Vision (ICCV),2023 IEEE/CVF International Conference on Computer Vision (ICCV),,,conference,10.1109/iccv51070.2023.02051,https://doi.org/10.1109/iccv51070.2023.02051,https://doi.org/10.1109/iccv51070.2023.02051,https://doi.org/10.1109/iccv51070.2023.02051,https://openalex.org/W4390873235,,,false,false,true,2,"Matched generation terms: generated image, diffusion-generated image, image generated by diffusion model; task terms: detection, detector, detect.",,detection,method,false,false,false,generated image detection | diffusion image detection | diffusion-generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W2811414481,Detection of GAN-Generated Fake Images over Social Networks,"[""Francesco Marra"", ""Diego Gragnaniello"", ""Davide Cozzolino"", ""Luisa Verdoliva""]",2018,2018,2018-04-01,2018 IEEE Conference on Multimedia Information Processing and Retrieval (MIPR),2018 IEEE Conference on Multimedia Information Processing and Retrieval (MIPR),,,conference,10.1109/mipr.2018.00084,https://doi.org/10.1109/mipr.2018.00084,https://doi.org/10.1109/mipr.2018.00084,https://doi.org/10.1109/mipr.2018.00084,https://openalex.org/W2811414481,,,false,false,true,2,"Matched generation terms: fake image; task terms: detection, detector, detect.",,detection,method,false,false,false,GAN image detection | generated image detection | GAN-generated image detection | diffusion-generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4392453284,A siamese-based verification system for open-set architecture attribution of synthetic images,"[""Lydia Abady"", ""Jun Wang"", ""Benedetta Tondi"", ""Mauro Barni""]",2024,2024,2024-03-05,Pattern Recognition Letters,Pattern Recognition Letters,journal,Elsevier BV,journal,10.1016/j.patrec.2024.03.002,https://doi.org/10.1016/j.patrec.2024.03.002,https://doi.org/10.1016/j.patrec.2024.03.002,https://doi.org/10.1016/j.patrec.2024.03.002,https://openalex.org/W4392453284,,,false,false,true,2,Matched generation terms: synthetic image; task terms: attribution of generated images.,,source_attribution,method,false,false,false,synthetic image attribution,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4200053273,Deepfake attribution: On the source identification of artificially generated images,"[""Brandon Khoo"", ""Raphaël C.‐W. Phan"", ""Chern Hong Lim""]",2021,2021,2021-12-03,Wiley Interdisciplinary Reviews Data Mining and Knowledge Discovery,Wiley Interdisciplinary Reviews Data Mining and Knowledge Discovery,journal,Wiley,journal,10.1002/widm.1438,https://doi.org/10.1002/widm.1438,https://doi.org/10.1002/widm.1438,https://doi.org/10.1002/widm.1438,https://openalex.org/W4200053273,,,false,false,true,2,"Matched generation terms: synthetic image, generated image; task terms: detection, detect, forensic, source identification.",,detection_and_source_attribution,method,false,true,false,source attribution generated images | generated image source attribution | synthetic image attribution | AI-generated image attribution | AI-generated image source attribution | synthetic image source attribution | source attribution of AI-generated images | forensic attribution of generated images | forensic detection of generated images | source attribution of synthetic images | source identification of generated images | detecting AI-generated images,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4402753859,Forgery-aware Adaptive Transformer for Generalizable Synthetic Image Detection,"[""Huan Liu"", ""Zichang Tan"", ""Chuangchuang Tan"", ""Yunchao Wei"", ""Jingdong Wang"", ""Yao Zhao""]",2024,2024,2024-06-16,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,conference,10.1109/cvpr52733.2024.01024,https://doi.org/10.1109/cvpr52733.2024.01024,https://doi.org/10.1109/cvpr52733.2024.01024,https://doi.org/10.1109/cvpr52733.2024.01024,https://openalex.org/W4402753859,,,false,false,true,2,"Matched generation terms: synthetic image; task terms: detection, detector, detect.",,detection,method,false,false,false,synthetic image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4375869427,On The Detection of Synthetic Images Generated by Diffusion Models,"[""Riccardo Corvi"", ""Davide Cozzolino"", ""Giada Zingarini"", ""Giovanni Poggi"", ""Koki Nagano"", ""Luisa Verdoliva""]",2023,2023,2023-05-05,"ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,,conference,10.1109/icassp49357.2023.10095167,https://doi.org/10.1109/icassp49357.2023.10095167,https://doi.org/10.1109/icassp49357.2023.10095167,https://doi.org/10.1109/icassp49357.2023.10095167,https://openalex.org/W4375869427,,,false,false,true,2,"Matched generation terms: synthetic image, generated image, GAN-generated image, image generated by diffusion model; task terms: detection, detector, forensic.",,detection,method,false,false,false,synthetic image detection | generated image detection | diffusion image detection | GAN-generated image detection | diffusion-generated image detection | forensic detection of generated images,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4404002774,Leveraging Representations from Intermediate Encoder-Blocks for Synthetic Image Detection,"[""Christos Koutlis"", ""Symeon Papadopoulos""]",2024,2024,2024-11-02,Lecture notes in computer science,Lecture notes in computer science,book series,Springer Science+Business Media,book,10.1007/978-3-031-73220-1_23,https://doi.org/10.1007/978-3-031-73220-1_23,https://doi.org/10.1007/978-3-031-73220-1_23,https://doi.org/10.1007/978-3-031-73220-1_23,https://openalex.org/W4404002774,,,false,false,true,2,Matched generation terms: synthetic image; task terms: detection.,,detection,method,false,false,false,synthetic image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4386590429,Artifact: A Large-Scale Dataset With Artificial And Factual Images For Generalizable And Robust Synthetic Image Detection,"[""Md Awsafur Rahman"", ""Bishmoy Paul"", ""Najibul Haque Sarker"", ""Zaber Ibn Abdul Hakim"", ""Shaikh Anowarul Fattah""]",2023,2023,2023-09-11,2023 IEEE International Conference on Image Processing (ICIP),2023 IEEE International Conference on Image Processing (ICIP),,,conference,10.1109/icip49359.2023.10222083,https://doi.org/10.1109/icip49359.2023.10222083,https://doi.org/10.1109/icip49359.2023.10222083,https://doi.org/10.1109/icip49359.2023.10222083,https://openalex.org/W4386590429,,,false,false,true,2,"Matched generation terms: synthetic image, fake image; task terms: detection, detector, detect.",,detection,dataset,false,false,false,synthetic image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4394597038,Deep Image Fingerprint: Towards Low Budget Synthetic Image Detection and Model Lineage Analysis,"[""Sergey Sinitsa"", ""Ohad Fried""]",2024,2024,2024-01-03,2024 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),2024 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),,,conference,10.1109/wacv57701.2024.00402,https://doi.org/10.1109/wacv57701.2024.00402,https://doi.org/10.1109/wacv57701.2024.00402,https://doi.org/10.1109/wacv57701.2024.00402,https://openalex.org/W4394597038,,,false,false,true,2,"Matched generation terms: synthetic image, generated image, text-to-image; task terms: detection, detect.",,detection,method,false,false,false,synthetic image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
