openalex_id,title,authors_ordered,year,publication_year,publication_date,venue,venue_name,venue_type,publisher,publication_type,doi,url,primary_url,landing_page_url,openalex_url,arxiv_id,arxiv_url,has_arxiv_version,is_arxiv_preprint,in_scope,relevance_score,relevance_reason,exclusion_reason,preliminary_task,entry_type,is_survey,is_deepfake_related,is_image_editing_related,source_query,source_database,manual_review,notes
https://openalex.org/W2277195237,Visual Genome: Connecting Language and Vision Using Crowdsourced Dense Image Annotations,"[""Ranjay Krishna"", ""Yuke Zhu"", ""Oliver Groth"", ""Justin Johnson"", ""Kenji Hata"", ""Joshua Kravitz"", ""Stephanie Chen"", ""Yannis Kalantidis"", ""Li-Jia Li"", ""David A. Shamma"", ""Michael S. Bernstein"", ""Li Fei-Fei""]",2017,2017,2017-02-06,International Journal of Computer Vision,International Journal of Computer Vision,journal,Springer Science+Business Media,journal,10.1007/s11263-016-0981-7,https://doi.org/10.1007/s11263-016-0981-7,https://doi.org/10.1007/s11263-016-0981-7,https://doi.org/10.1007/s11263-016-0981-7,https://openalex.org/W2277195237,,,false,false,false,0,No required generation/task combination matched.,Matched exclusion terms: generic image segmentation/classification/recognition.,uncertain,method,false,false,false,AI-generated image attribution | source attribution generated images | generated image source attribution | AI-generated image detection | generated image detection | AI-generated image source attribution | source attribution of AI-generated images | detecting AI-generated images | source identification of generated images | source verification of generated images | which model generated this image,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W3143336910,Artificial Fingerprinting for Generative Models: Rooting Deepfake Attribution in Training Data,"[""Ning Yu"", ""Vladislav Skripniuk"", ""Sahar Abdelnabi"", ""Mario Fritz""]",2021,2021,2021-10-01,2021 IEEE/CVF International Conference on Computer Vision (ICCV),2021 IEEE/CVF International Conference on Computer Vision (ICCV),conference,,conference,10.1109/iccv48922.2021.01418,https://doi.org/10.1109/iccv48922.2021.01418,https://doi.org/10.1109/iccv48922.2021.01418,https://doi.org/10.1109/iccv48922.2021.01418,https://openalex.org/W3143336910,,,false,false,false,1,"Matched task terms: detection, detect; no generation terms matched.",,detection,method,false,true,false,generative model attribution | deepfake image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4360620450,"Opinion Paper: “So what if ChatGPT wrote it?” Multidisciplinary perspectives on opportunities, challenges and implications of generative conversational AI for research, practice and policy","[""Yogesh K. Dwivedi"", ""Nir Kshetri"", ""Laurie Hughes"", ""Emma Slade"", ""Anand Jeyaraj"", ""Arpan Kumar Kar"", ""Abdullah M. Baabdullah"", ""Alex Koohang"", ""Vishnupriya Raghavan"", ""Manju Ahuja"", ""Hanaa Albanna"", ""Mousa Ahmad Albashrawi"", ""Adil S. Al-Busaidi"", ""Janarthanan Balakrishnan"", ""Yves Barlette"", ""Sriparna Basu"", ""Indranil Bose"", ""Laurence Brooks"", ""Dimitrios Buhalis"", ""Lemuria Carter"", ""Soumyadeb Chowdhury"", ""Tom Crick"", ""Scott W. Cunningham"", ""Gareth H. Davies"", ""Robert M. Davison"", ""Rahul Dé"", ""Denis Dennehy"", ""Yanqing Duan"", ""Rameshwar Dubey"", ""Rohita Dwivedi"", ""John S. Edwards"", ""Carlos Flavián"", ""Robin Gauld"", ""Varun Grover"", ""Mei‐Chih Hu"", ""Marijn Janssen"", ""Paul Jones"", ""Iris Junglas"", ""Sangeeta Khorana"", ""Sascha Kraus"", ""Kai R. Larsen"", ""Paul Latreille"", ""Sven Laumer"", ""Tegwen Malik"", ""Abbas Mardani"", ""Marcello Mariani"", ""Sunil Mithas"", ""Emmanuel Mogaji"", ""Jeretta Horn Nord"", ""Siobhán O’Connor"", ""Fevzi Okumus"", ""Margherita Pagani"", ""Neeraj Pandey"", ""Savvas Papagiannidis"", ""Ilias O. Pappas"", ""Nishith Pathak"", ""Jan Pries‐Heje"", ""Ramakrishnan Raman"", ""Nripendra P. Rana"", ""Sven‐Volker Rehm"", ""Samuel Ribeiro‐Navarrete"", ""Alexander Richter"", ""Frantz Rowe"", ""Suprateek Sarker"", ""Bernd Carsten Stahl"", ""Manoj Tiwari"", ""Wil van der Aalst"", ""Viswanath Venkatesh"", ""Giampaolo Viglia"", ""Michael Wade"", ""Paul Walton"", ""Jochen Wirtz"", ""Ryan Wright""]",2023,2023,2023-03-11,International Journal of Information Management,International Journal of Information Management,journal,Elsevier BV,journal,10.1016/j.ijinfomgt.2023.102642,https://doi.org/10.1016/j.ijinfomgt.2023.102642,https://doi.org/10.1016/j.ijinfomgt.2023.102642,https://doi.org/10.1016/j.ijinfomgt.2023.102642,https://openalex.org/W4360620450,,,false,false,false,0,No generation-related or task-related terms matched.,,uncertain,method,false,false,false,generative model attribution | AI-generated image detection | AI-generated image attribution | AI-generated image source attribution | source attribution of AI-generated images | detecting AI-generated images | fake image detection generative AI | generated image provenance,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4384464487,"Students’ voices on generative AI: perceptions, benefits, and challenges in higher education","[""Cecilia Ka Yuk Chan"", ""Wenjie Hu""]",2023,2023,2023-07-16,International Journal of Educational Technology in Higher Education,International Journal of Educational Technology in Higher Education,journal,Springer Nature,journal,10.1186/s41239-023-00411-8,https://doi.org/10.1186/s41239-023-00411-8,https://doi.org/10.1186/s41239-023-00411-8,https://doi.org/10.1186/s41239-023-00411-8,https://openalex.org/W4384464487,,,false,false,false,0,No generation-related or task-related terms matched.,,uncertain,method,false,false,false,generative model attribution | AI-generated image attribution | AI-generated image source attribution | source attribution of AI-generated images | detecting AI-generated images,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4200053273,Deepfake attribution: On the source identification of artificially generated images,"[""Brandon Khoo"", ""Raphaël C.‐W. Phan"", ""Chern Hong Lim""]",2021,2021,2021-12-03,Wiley Interdisciplinary Reviews Data Mining and Knowledge Discovery,Wiley Interdisciplinary Reviews Data Mining and Knowledge Discovery,journal,Wiley,journal,10.1002/widm.1438,https://doi.org/10.1002/widm.1438,https://doi.org/10.1002/widm.1438,https://doi.org/10.1002/widm.1438,https://openalex.org/W4200053273,,,false,false,true,2,"Matched generation terms: synthetic image, generated image; task terms: detection, detect, forensic, source identification.",,detection_and_source_attribution,method,false,true,false,source attribution generated images | generated image source attribution | synthetic image attribution | AI-generated image attribution | AI-generated image source attribution | synthetic image source attribution | source attribution of AI-generated images | forensic attribution of generated images | forensic detection of generated images | source attribution of synthetic images | source identification of generated images | detecting AI-generated images,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W1973577532,Global‐scale attribution of anthropogenic and natural dust sources and their emission rates based on MODIS Deep Blue aerosol products,"[""Paul Ginoux"", ""Joseph M. Prospero"", ""Thomas E. Gill"", ""N. Christina Hsu"", ""Ming Zhao""]",2012,2012,2012-05-09,Reviews of Geophysics,Reviews of Geophysics,journal,Wiley,journal,10.1029/2012rg000388,https://doi.org/10.1029/2012rg000388,https://doi.org/10.1029/2012rg000388,https://doi.org/10.1029/2012rg000388,https://openalex.org/W1973577532,,,false,false,false,0,No generation-related or task-related terms matched.,,uncertain,method,false,false,false,source attribution generated images | generated image source attribution | AI-generated image attribution | AI-generated image source attribution | source attribution of AI-generated images | source identification of generated images,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4402753859,Forgery-aware Adaptive Transformer for Generalizable Synthetic Image Detection,"[""Huan Liu"", ""Zichang Tan"", ""Chuangchuang Tan"", ""Yunchao Wei"", ""Jingdong Wang"", ""Yao Zhao""]",2024,2024,2024-06-16,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,conference,10.1109/cvpr52733.2024.01024,https://doi.org/10.1109/cvpr52733.2024.01024,https://doi.org/10.1109/cvpr52733.2024.01024,https://doi.org/10.1109/cvpr52733.2024.01024,https://openalex.org/W4402753859,,,false,false,true,2,"Matched generation terms: synthetic image; task terms: detection, detector, detect.",,detection,method,false,false,false,synthetic image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W2343052201,Synthetic Data for Text Localisation in Natural Images,"[""Ankush Gupta"", ""Andrea Vedaldi"", ""Andrew Zisserman""]",2016,2016,2016-06-01,2016 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),2016 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),,,conference,10.1109/cvpr.2016.254,https://doi.org/10.1109/cvpr.2016.254,https://doi.org/10.1109/cvpr.2016.254,https://doi.org/10.1109/cvpr.2016.254,https://openalex.org/W2343052201,,,false,false,false,0,"Matched generation terms: synthetic image; task terms: detection, detector.","Matched exclusion terms: object detection, text detection, synthetic images used for training.",detection,method,false,false,false,synthetic image detection | generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W2165577558,Change detection techniques,"[""Dengsheng Lu"", ""Paul W. Mausel"", ""Eduardo S. Brondízio"", ""Emilio F. Morán""]",2004,2004,2004-05-27,International Journal of Remote Sensing,International Journal of Remote Sensing,journal,Taylor & Francis,journal,10.1080/0143116031000139863,https://doi.org/10.1080/0143116031000139863,https://doi.org/10.1080/0143116031000139863,https://doi.org/10.1080/0143116031000139863,https://openalex.org/W2165577558,,,false,false,false,0,Matched task terms: detection.,"Matched exclusion terms: change detection, remote sensing.",detection,method,false,false,false,synthetic image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4375869427,On The Detection of Synthetic Images Generated by Diffusion Models,"[""Riccardo Corvi"", ""Davide Cozzolino"", ""Giada Zingarini"", ""Giovanni Poggi"", ""Koki Nagano"", ""Luisa Verdoliva""]",2023,2023,2023-05-05,"ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,,conference,10.1109/icassp49357.2023.10095167,https://doi.org/10.1109/icassp49357.2023.10095167,https://doi.org/10.1109/icassp49357.2023.10095167,https://doi.org/10.1109/icassp49357.2023.10095167,https://openalex.org/W4375869427,,,false,false,true,2,"Matched generation terms: synthetic image, generated image, GAN-generated image, image generated by diffusion model; task terms: detection, detector, forensic.",,detection,method,false,false,false,synthetic image detection | generated image detection | diffusion image detection | GAN-generated image detection | diffusion-generated image detection | forensic detection of generated images,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W2949312145,Functional synthetic probes for selective targeting and multi-analyte detection and imaging,"[""Yongkang Yue"", ""Fangjun Huo"", ""Fangqin Cheng"", ""Xijing Zhu"", ""Tendai J. Mafireyi"", ""Robert M. Strongin"", ""Caixia Yin""]",2019,2019,2019-01-01,Chemical Society Reviews,Chemical Society Reviews,journal,Royal Society of Chemistry,journal,10.1039/c8cs01006d,https://doi.org/10.1039/c8cs01006d,https://doi.org/10.1039/c8cs01006d,https://doi.org/10.1039/c8cs01006d,https://openalex.org/W2949312145,,,false,false,false,1,Matched task terms: detection; no generation terms matched.,,detection,method,false,false,false,synthetic image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
